Home,Away,Home_Score,Away_Score,Tournament
Saint Louis,Davidson,74,70,
Rider,Marist,68,52,
Manhattan,Niagara,62,68,
Detroit Mercy,Robert Morris,77,85,
Iona,Siena,53,70,
Oakland,Youngstown State,73,77,
North Dakota,North Dakota State,75,91,
Buffalo,Kent State,68,74,
Alabama,Oklahoma,69,93,
Cincinnati,Houston,69,75,
Texas,Tennessee,71,82,
Florida,Kansas State,50,64,
Arizona,Washington,95,72,
Boston College,Virginia,57,76,
Kansas,Kentucky,77,68,
TCU,Mississippi State,74,81,
Iowa State,Missouri,61,78,
Xavier,Creighton,67,84,
Gonzaga,Portland,82,67,
Auburn,West Virginia,77,80,
Marquette,DePaul,89,69,
Arkansas,Baylor,64,67,
Hofstra,College of Charleston,85,81,
Miami (FL),Pitt,68,71,
Western Kentucky,Florida Atlantic,63,70,
Saint Mary's,BYU,57,56,
Clemson,Florida State,82,81,
Ohio,Akron,77,83,
Maine,Albany (NY),72,68,
Alabama State,Bethune-Cookman,62,64,
Western Michigan,Central Michigan,69,70,
Old Dominion,Coastal Carolina,60,59,
Alabama A&M,Florida A&M,61,56,
Middle Tennessee,Florida International,74,82,
Stony Brook,Hampton,71,66,
Louisiana-Monroe,James Madison,45,58,
Charleston Southern,Longwood,75,63,
Georgia State,Marshall,65,103,
Eastern Michigan,Miami (OH),74,69,
St. Peter's,Mount St. Mary's,73,62,
UMass-Lowell,New Hampshire,65,69,
Monmouth,North Carolina A&T,79,64,
Milwaukee,Northern Kentucky,75,74,
LIU,St. Francis (NY),59,71,
Sacred Heart,Stonehill,81,82,
St. Bonaventure,VCU,61,58,
Princeton,Yale,65,87,
Mississippi Valley State,Arkansas-Pine Bluff,72,88,
Aurora,Chicago State,66,101,
Jackson State,Grambling,66,78,
Austin Peay,Jacksonville State,53,70,
Missouri State,Murray State,71,74,
UTEP,North Texas,42,52,
Ball State,Northern Illinois,87,69,
Minnesota,Northwestern,61,81,
UAB,Rice,70,52,
Alcorn State,Southern,68,80,
Grand Canyon,Tarleton State,62,81,
Lindenwood,Tennessee State,66,83,
Evansville,Valparaiso,69,81,
Illinois,Wisconsin,61,51,
Colorado State,Boise State,59,80,
Weber State,Eastern Washington,71,75,
Pepperdine,Loyola Marymount,70,84,
Colorado,Oregon State,52,60,
Pacific,Santa Clara,95,89,
Temple,UCF,77,70,
Northeastern,Delaware,78,81,
Louisville,Notre Dame,62,76,
Holy Cross,Army,55,66,
Saint Francis (PA),Central Connecticut,74,88,
Mercer,The Citadel,74,65,
Northern Iowa,Indiana State,71,79,
Bucknell,Loyola (MD),66,80,
Stetson,Queens (NC),65,71,
UMBC,Vermont,68,74,
Western Carolina,VMI,71,65,
NC State,Wake Forest,79,77,
Bryant,Binghamton,67,84,
UNC Asheville,Campbell,78,65,
Lafayette,Colgate,57,69,
Brown,Cornell,73,80,
Columbia,Dartmouth,73,83,
George Washington,Fordham,70,85,
High Point,Gardner-Webb,58,86,
Texas Tech,LSU,76,68,
American,Navy,73,69,
Harvard,Penn,68,83,
Winthrop,Presbyterian,76,58,
La Salle,Rhode Island,70,72,
Bowling Green State,Toledo,77,91,
Samford,Wofford,77,85,
Duke,Georgia Tech,86,43,
FDU,Merrimack,78,71,
SIU-Edwardsville,Morehead State,50,55,
Radford,USC Upstate,55,52,
Texas State,Southern Miss,58,67,
Arkansas State,Appalachian State,51,63,
Seton Hall,Butler,70,49,
Jacksonville,Central Arkansas,74,64,
Richmond,Dayton,60,86,
Morgan State,Delaware State,62,64,
Chattanooga,ETSU,73,64,
Southeast Missouri State,Eastern Illinois,79,68,
Drexel,Elon,58,72,
North Carolina Central,Howard,67,71,
UC-Davis,Long Beach State,72,75,
Nebraska,Maryland,63,82,
Coppin State,Maryland-Eastern Shore,75,94,
Duquesne,UMass,79,87,
South Carolina State,Norfolk State,68,82,
Northern Colorado,Northern Arizona,73,83,
Lamar,Northwestern State,65,80,
Troy,South Alabama,60,77,
Southern Indiana,UT-Martin,83,86,
Little Rock,Tennessee Tech,91,89,
McNeese State,Texas A&M-Corpus Christi,72,83,
Louisiana Tech,UTSA,66,55,
William & Mary,Towson,73,92,
New Mexico State,Utah Valley,72,77,
Idaho State,Idaho,95,91,
Nicholls State,Incarnate Word,67,69,
Lipscomb,Kennesaw State,72,85,
Southeastern Louisiana,New Orleans,80,64,
Seattle,Stephen F. Austin,65,79,
Houston Christian,Texas A&M-Commerce,76,77,
South Carolina,Georgia,78,81,
North Florida,North Alabama,78,91,
Utah Tech,Abilene Christian,76,81,
Bellarmine,Eastern Kentucky,63,73,
Utah State,Fresno State,70,53,
Florida Gulf Coast,Liberty,57,74,
California Baptist,Texas-Rio Grande Valley,58,64,
Syracuse,Virginia Tech,70,85,
South Dakota State,Western Illinois,73,81,
Green Bay,Wright State,46,77,
UC-San Diego,UC-Riverside,65,72,
Ohio State,Indiana,70,86,
Georgia Southern,Louisiana,87,94,
Denver,Kansas City,60,70,
Ole Miss,Oklahoma State,60,82,
Omaha,Oral Roberts,64,73,
South Dakota,St. Thomas,81,67,
Vanderbilt,Texas A&M,66,72,
Arizona State,Washington State,58,75,
Cal State Northridge,UC-Irvine,56,81,
Utah,Oregon,56,68,
San Jose State,San Diego State,51,72,
Prairie View,Texas Southern,89,74,
Cal State Fullerton,Cal Poly,65,36,
Nevada,UNLV,62,68,
Montana,Portland State,73,67,
Montana State,Sacramento State,72,65,
San Francisco,San Diego,94,81,
California,Stanford,46,75,
Michigan State,Purdue,61,77,
Providence,Villanova,70,65,
Cal State Bakersfield,Hawaii,69,72,
Oakland,Robert Morris,63,68,
Drake,Belmont,79,61,
Bradley,UIC,83,76,
Southern Illinois,Illinois State,66,72,
Wichita State,East Carolina,85,72,
St. Joseph's,George Mason,79,76,
Boston University,Lehigh,55,66,
Michigan,Penn State,61,83,
Manhattan,Canisius,81,74,
Quinnipiac,Iona,72,78,
Rider,Fairfield,78,69,
Rutgers,Iowa,82,93,
Siena,Marist,70,55,
Georgetown,St. John's (NY),73,75,
Detroit Mercy,Youngstown State,63,73,
IUPUI,Cleveland State,72,78,
Furman,UNC Greensboro,69,57,
South Florida,SMU,80,82,
Memphis,Tulsa,80,68,
Virginia,Syracuse,67,62,
Baylor,Texas,71,76,
Iowa State,Texas Tech,77,80,
South Dakota State,Kansas City,67,66,
Alabama A&M,Bethune-Cookman,77,88,
Chicago State,The Citadel,76,75,
Loyola (MD),Colgate,63,76,
Alabama State,Florida A&M,58,69,
Alcorn State,Grambling,63,60,
Jackson State,Southern,62,73,
Delaware State,Coppin State,71,66,
South Carolina State,Howard,74,100,
Maryland-Eastern Shore,Morgan State,72,58,
North Carolina Central,Norfolk State,71,77,
South Dakota,Oral Roberts,53,103,
Vanderbilt,Alabama,44,101,
Kansas State,Kansas,78,90,
West Virginia,TCU,72,76,
Clemson,Boston College,54,62,
Indiana,Maryland,55,66,
San Diego State,Nevada,66,75,
Virginia Tech,Miami (FL),83,92,
UConn,DePaul,90,76,
Northwestern,Iowa,70,86,
Akron,Buffalo,81,64,
Toledo,Miami (OH),81,78,
UNLV,Colorado State,83,71,
Fresno State,Wyoming,62,85,
Texas A&M,Arkansas,70,81,
Ball State,Bowling Green State,69,60,
VCU,Davidson,61,59,
Wake Forest,Duke,73,75,
Ohio,Eastern Michigan,79,90,
Saint Louis,Fordham,65,75,
Nebraska,Illinois,56,72,
Central Michigan,Kent State,69,81,
Marist,Quinnipiac,66,72,
Mississippi State,South Carolina,66,51,
Northern Illinois,Western Michigan,73,59,
Boise State,Air Force,59,52,
Loyola (IL),Dayton,81,85,
Kentucky,Ole Miss,75,66,
Penn State,Purdue,60,80,
Tennessee,Florida,54,67,
Villanova,Marquette,64,73,
Providence,Xavier,83,85,
Georgia,Auburn,73,94,
Gardner-Webb,Charleston Southern,67,59,
Albany (NY),UMass-Lowell,50,66,
Florida State,NC State,66,94,
Rhode Island,St. Joseph's,50,64,
Longwood,Winthrop,74,76,
Indiana State,Evansville,83,65,
UIC,Illinois State,62,68,
Valparaiso,Missouri State,67,76,
Belmont,Murray State,82,83,
Southern Utah,California Baptist,72,71,
Creighton,Georgetown,63,53,
Bucknell,American,78,71,
Holy Cross,Boston University,82,70,
Maine,Bryant,53,71,
USC Upstate,Campbell,66,78,
Tulsa,Cincinnati,55,81,
Wofford,ETSU,52,77,
Chattanooga,Furman,58,79,
UMass,George Mason,59,70,
George Washington,La Salle,64,75,
Navy,Lafayette,53,34,
Army,Lehigh,71,69,
Georgia Tech,Louisville,58,68,
Binghamton,UMBC,55,69,
New Hampshire,NJIT,74,67,
Pitt,UNC,65,64,
Radford,Presbyterian,67,59,
St. Bonaventure,Richmond,66,62,
East Carolina,South Florida,63,71,
Sam Houston,Texas-Rio Grande Valley,67,65,
Samford,Western Carolina,85,77,
Southern Illinois,Bradley,52,62,
Minnesota,Rutgers,55,90,
Seton Hall,St. John's (NY),84,72,
Northern Iowa,Drake,81,88,
LSU,Missouri,77,87,
Oklahoma State,Oklahoma,71,61,
SMU,Tulane,52,74,
Abilene Christian,Seattle,83,68,
New Mexico,Utah State,73,84,
Stephen F. Austin,New Mexico State,67,73,
Houston,Wichita State,70,61,
Oregon,Arizona,76,91,
Washington,UCLA,61,70,
Santa Clara,Gonzaga,70,88,
San Francisco,Saint Mary's,59,68,
Florida Atlantic,UAB,77,86,
High Point,UNC Asheville,63,89,
Florida International,Charlotte,57,54,
VMI,The Citadel,75,69,
William & Mary,Hampton,57,62,
Milwaukee,IUPUI,72,69,
UNC Greensboro,Mercer,69,49,
Purdue Fort Wayne,Oakland,82,73,
Northern Kentucky,Robert Morris,65,52,
Central Connecticut,St. Francis (NY),48,53,
Saint Francis (PA),Stonehill,61,74,
Eastern Illinois,Lindenwood,67,80,
UTEP,Middle Tennessee,72,84,
UTSA,Western Kentucky,74,81,
Oregon State,Arizona State,57,68,
Stanford,Utah,78,72,
Pepperdine,Pacific,73,81,
Marshall,Appalachian State,66,58,
Kennesaw State,Bellarmine,90,84,
Cleveland State,Detroit Mercy,67,85,
College of Charleston,Drexel,69,70,
Jacksonville State,Eastern Kentucky,67,69,
Central Arkansas,Florida Gulf Coast,91,87,
Georgia Southern,Georgia State,60,64,
Towson,Hofstra,72,76,
North Florida,Jacksonville,76,63,
Coastal Carolina,Louisiana-Monroe,70,83,
Rice,Louisiana Tech,72,80,
LIU,Merrimack,59,76,
Delaware,Monmouth,62,70,
Tennessee Tech,Morehead State,45,64,
North Carolina A&T,UNC Wilmington,63,87,
Michigan,Northwestern,68,51,
Wisconsin,Ohio State,65,60,
James Madison,Old Dominion,78,73,
Wagner,Sacred Heart,56,65,
UT-Martin,SIU-Edwardsville,75,89,
North Alabama,Stetson,57,79,
Elon,Stony Brook,69,55,
Southern Miss,Troy,74,65,
Wright State,Youngstown State,89,91,
South Alabama,Arkansas State,82,62,
Liberty,Austin Peay,82,70,
Northwestern State,Houston Christian,94,76,
Queens (NC),Lipscomb,60,66,
Texas State,Louisiana,63,82,
Lamar,McNeese State,70,63,
St. Thomas,Omaha,89,83,
Texas A&M-Corpus Christi,New Orleans,86,69,
North Dakota State,South Dakota,62,71,
North Dakota,South Dakota State,73,96,
Little Rock,Southeast Missouri State,98,99,
Incarnate Word,Southeastern Louisiana,67,77,
Tennessee State,Southern Indiana,80,76,
Loyola Marymount,BYU,61,89,
Hawaii,UC-Davis,63,75,
Western Illinois,Denver,44,74,
Utah Valley,Utah Tech,76,69,
Northern Colorado,Montana,67,69,
Northern Arizona,Montana State,68,69,
UC-Riverside,Cal State Bakersfield,76,82,
Long Beach State,Cal State Fullerton,70,67,
UC-Irvine,UC-San Diego,76,60,
Cal Poly,UCSB,62,68,
California,Colorado,46,59,
Idaho,Portland State,66,69,
Eastern Washington,Sacramento State,82,63,
Portland,San Diego,80,61,
Washington State,USC,70,80,
Regent,Maryland-Eastern Shore,41,89,
Boise State,San Diego State,52,72,
Siena,Manhattan,66,71,
Yale,Harvard,68,57,
Brown,Dartmouth,73,61,
Mount St. Mary's,Iona,51,81,
Columbia,Penn,65,74,
Cornell,Princeton,82,89,
Fairfield,Quinnipiac,51,66,
St. Peter's,Rider,61,82,
VCU,Saint Louis,73,65,
Canisius,Niagara,73,76,
Air Force,Nevada,52,72,
Fresno State,UNLV,82,79,
Kent State,Akron,55,67,
Eastern Michigan,Ball State,90,91,
Purdue,Indiana,74,79,
Auburn,Tennessee,43,46,
Alabama,LSU,79,69,
Oregon State,Arizona,52,84,
Virginia,Virginia Tech,68,74,
Texas,Kansas State,69,66,
Kansas,Iowa State,53,68,
Washington State,UCLA,52,76,
Texas Tech,Baylor,62,89,
Gonzaga,Saint Mary's,70,78,
Butler,Marquette,52,60,
TCU,Oklahoma State,73,79,
St. John's (NY),Xavier,71,96,
Florida Atlantic,Charlotte,67,52,
Miami (FL),Clemson,78,74,
UConn,Georgetown,68,62,
Vermont,Albany (NY),87,68,
Army,Bucknell,67,73,
Wagner,FDU,83,79,
Presbyterian,Gardner-Webb,48,56,
Lehigh,Lafayette,66,64,
Campbell,Longwood,50,74,
NJIT,UMass-Lowell,61,90,
VMI,Mercer,54,80,
Miami (OH),Ohio,68,78,
Dayton,St. Bonaventure,59,68,
Stonehill,St. Francis (NY),65,59,
Central Arkansas,Stetson,80,99,
Southern,Alabama A&M,61,82,
Florida International,UAB,72,76,
Grambling,Alabama State,73,60,
Arkansas-Pine Bluff,Alcorn State,67,70,
Illinois State,Belmont,75,90,
Evansville,UIC,61,70,
Mississippi Valley State,Jackson State,82,78,
UT-Martin,Lindenwood,75,80,
UTSA,Middle Tennessee,60,84,
Bradley,Northern Iowa,77,69,
North Texas,Rice,74,64,
Texas-Rio Grande Valley,Tarleton State,68,65,
Florida A&M,Texas Southern,76,69,
Drake,Valparaiso,85,82,
Ole Miss,Vanderbilt,71,74,
UTEP,Western Kentucky,69,74,
Oregon,Arizona State,75,70,
Northern Colorado,Montana State,62,75,
Seattle,New Mexico State,75,82,
Loyola Marymount,San Diego,79,87,
Portland,Pepperdine,93,94,
Santa Clara,San Francisco,84,70,
UCF,Cincinnati,64,73,
Green Bay,IUPUI,53,68,
Davidson,UMass,93,78,
Michigan State,Rutgers,55,61,
New Hampshire,Bryant,46,70,
UNC Greensboro,The Citadel,79,59,
Purdue Fort Wayne,Detroit Mercy,52,85,
Murray State,Indiana State,56,99,
Delaware State,Morgan State,65,75,
Georgia Tech,NC State,64,72,
Wake Forest,Notre Dame,81,64,
Cleveland State,Oakland,89,92,
College of Charleston,Delaware,84,67,
Duquesne,George Washington,93,67,
Southern Miss,Georgia State,79,71,
Chicago State,Hartford,62,49,
Navy,Holy Cross,86,68,
Illinois,Iowa,79,81,
Florida State,Louisville,81,78,
George Mason,Loyola (IL),61,69,
UMBC,Maine,49,84,
Tulane,Memphis,90,89,
Drexel,Monmouth,67,69,
Elon,Northeastern,74,73,
Winthrop,Radford,66,69,
Central Connecticut,Sacred Heart,65,78,
North Dakota,South Dakota,86,72,
Chattanooga,Western Carolina,68,83,
Buffalo,Western Michigan,85,76,
UNC Wilmington,William & Mary,70,63,
Coastal Carolina,Arkansas State,57,73,
South Alabama,Louisiana-Monroe,72,64,
Saint Francis (PA),Merrimack,66,70,
Western Illinois,Omaha,75,72,
ETSU,Samford,62,73,
Arkansas,South Carolina,65,63,
UNC Asheville,USC Upstate,70,76,
North Dakota State,South Dakota State,85,90,
Colgate,American,60,61,
James Madison,Appalachian State,63,57,
SIU-Edwardsville,Little Rock,84,81,
Queens (NC),Austin Peay,70,69,
Jacksonville State,Bellarmine,64,71,
SMU,East Carolina,72,77,
Tennessee State,Eastern Illinois,65,61,
Stony Brook,Hofstra,58,79,
Texas A&M-Corpus Christi,Southeastern Louisiana,83,72,
Morehead State,Southern Indiana,71,66,
Southeast Missouri State,Tennessee Tech,80,82,
Syracuse,Boston College,77,68,
Northern Illinois,Bowling Green State,86,78,
Norfolk State,Hampton,83,71,
Liberty,Lipscomb,64,69,
Boston University,Loyola (MD),68,67,
Incarnate Word,New Orleans,78,70,
Jacksonville,North Florida,58,65,
Idaho,Sacramento State,82,76,
McNeese State,Texas A&M-Commerce,58,60,
Sam Houston,UT Arlington,58,70,
Texas State,Troy,64,68,
St. Thomas,Denver,68,57,
UNC,Duke,57,63,
Wofford,Furman,67,80,
Brown,Harvard,68,65,
Missouri,Mississippi State,52,63,
Cornell,Penn,86,92,
Bethune-Cookman,Prairie View,60,58,
Columbia,Princeton,66,88,
Villanova,Creighton,61,66,
Yale,Dartmouth,72,53,
Kennesaw State,Eastern Kentucky,74,77,
North Alabama,Florida Gulf Coast,87,85,
Charleston Southern,High Point,73,81,
Northwestern State,Lamar,72,68,
UC-Irvine,Long Beach State,88,93,
Georgia Southern,Old Dominion,58,64,
Wright State,Robert Morris,82,67,
Central Michigan,Toledo,59,84,
Northern Kentucky,Youngstown State,56,74,
Utah State,Colorado State,88,79,
Stephen F. Austin,Grand Canyon,83,86,
Nicholls State,Houston Christian,92,91,
Weber State,Idaho State,72,71,
Florida,Kentucky,67,72,
Marshall,Louisiana,67,77,
Oral Roberts,Kansas City,85,57,
Georgia,Texas A&M,57,82,
Oklahoma,West Virginia,61,93,
Pacific,BYU,66,81,
UC-Riverside,Cal State Fullerton,58,64,
Southern Utah,Utah Tech,79,86,
Maryland,Minnesota,81,46,
Northern Arizona,Montana,66,67,
Washington,USC,74,80,
Hawaii,Cal Poly,69,56,
UCSB,Cal State Northridge,67,72,
Abilene Christian,California Baptist,87,71,
Cal State Bakersfield,UC-San Diego,75,69,
Eastern Washington,Portland State,98,88,
Wyoming,San Jose State,64,84,
Texas,Kansas,80,88,
Duke,Miami (FL),59,81,
Tarleton State,UT Arlington,69,64,
Lafayette,Holy Cross,72,58,
Grambling,Alabama A&M,66,60,
Southern,Alabama State,66,73,
Arkansas-Pine Bluff,Jackson State,84,88,
Bethune-Cookman,Texas Southern,62,69,
UMass-Lowell,Hartford,70,48,
Mississippi Valley State,Alcorn State,70,81,
Green Bay,Milwaukee,80,79,
Idaho State,Northern Arizona,75,70,
Weber State,Northern Colorado,54,88,
Florida A&M,Prairie View,45,75,
NC State,Virginia,50,63,
Marquette,UConn,72,87,
TCU,Kansas State,61,82,
Rutgers,Indiana,60,66,
Toledo,Akron,84,74,
Ball State,Central Michigan,65,51,
Chicago State,Delaware State,60,66,
Western Michigan,Miami (OH),78,85,
Dayton,VCU,62,58,
Drake,Murray State,92,68,
Ohio,Northern Illinois,82,76,
Eastern Michigan,Buffalo,97,102,
Ole Miss,Georgia,78,74,
Bowling Green State,Kent State,64,87,
ETSU,UNC Greensboro,65,91,
Louisville,Pitt,57,91,
Auburn,Texas A&M,78,83,
Cincinnati,Tulane,94,101,
UNC,Wake Forest,85,92,
St. John's (NY),Butler,66,68,
Colorado State,Air Force,69,53,
Arkansas,Kentucky,88,73,
Maryland,Michigan State,58,63,
South Carolina,Missouri,74,83,
Rhode Island,Saint Louis,71,76,
San Jose State,Fresno State,62,70,
Nevada,New Mexico,77,76,
Tulsa,Houston,42,80,
Florida,Alabama,69,97,
Tennessee,Vanderbilt,65,66,
Iowa State,West Virginia,71,76,
Oklahoma,Baylor,72,82,
Georgetown,Providence,62,74,
Creighton,Seton Hall,75,62,
San Diego State,Utah State,63,61,
Bryant,Albany (NY),87,62,
The Citadel,Chattanooga,63,82,
UMass,Fordham,67,77,
Presbyterian,Longwood,46,66,
Samford,Mercer,70,69,
Binghamton,New Hampshire,66,64,
Elon,North Carolina A&T,61,66,
La Salle,St. Bonaventure,76,70,
St. Joseph's,Loyola (IL),83,71,
Belmont,Missouri State,59,61,
UIC,Southern Illinois,66,68,
Loyola (MD),Army,70,76,
Nebraska,Michigan,72,93,
Winthrop,UNC Asheville,79,86,
Hofstra,Northeastern,72,53,
Monmouth,Stony Brook,61,54,
American,Boston University,54,60,
High Point,Campbell,66,82,
Lehigh,Colgate,53,81,
UNC Wilmington,College of Charleston,61,93,
Drexel,Delaware,58,54,
George Mason,Duquesne,52,75,
Syracuse,Florida State,76,67,
Richmond,George Washington,105,107,
Notre Dame,Georgia Tech,68,70,
Central Connecticut,Hartford,82,73,
Valparaiso,Indiana State,62,84,
Vermont,Maine,74,65,
NJIT,UMBC,63,72,
Bucknell,Navy,65,71,
Charleston Southern,USC Upstate,60,77,
Memphis,South Florida,99,81,
Hampton,Towson,72,86,
Furman,VMI,94,63,
Boston College,Virginia Tech,82,76,
Western Carolina,Wofford,95,91,
IUPUI,Wright State,71,103,
Northern Iowa,Evansville,59,71,
Bradley,Illinois State,79,61,
Texas Tech,Oklahoma State,68,71,
Wisconsin,Penn State,79,74,
Temple,SMU,71,72,
California Baptist,Utah Valley,55,71,
DePaul,Villanova,65,81,
UCF,Wichita State,72,67,
LSU,Mississippi State,53,64,
Utah Tech,Seattle,71,75,
UNLV,Wyoming,69,59,
New Mexico State,Grand Canyon,67,78,
Iowa,Purdue,73,87,
Arizona,California,85,62,
UCLA,Oregon State,62,47,
Saint Mary's,Loyola Marymount,74,78,
San Francisco,Gonzaga,81,99,
Gardner-Webb,Radford,61,48,
Louisiana Tech,Florida International,62,66,
Wagner,St. Francis (NY),62,64,
Lamar,Incarnate Word,68,59,
Kennesaw State,Jacksonville State,54,52,
SIU-Edwardsville,Lindenwood,63,58,
UAB,North Texas,79,82,
Louisiana,Southern Miss,71,82,
Middle Tennessee,Western Kentucky,89,93,
Tarleton State,Southern Utah,62,72,
BYU,Pepperdine,80,92,
Pacific,Portland,73,81,
San Diego,Santa Clara,75,80,
Arizona State,Stanford,69,65,
Morehead State,Little Rock,68,72,
Marshall,Coastal Carolina,92,74,
Rice,Florida Atlantic,81,90,
James Madison,Georgia Southern,73,76,
Old Dominion,Georgia State,63,60,
Stetson,Jacksonville,70,67,
Bellarmine,Liberty,50,70,
FDU,LIU,80,79,
Appalachian State,Louisiana-Monroe,52,45,
Stonehill,Merrimack,43,56,
Florida Gulf Coast,North Florida,68,66,
Eastern Kentucky,Queens (NC),84,80,
Sacred Heart,Saint Francis (PA),76,78,
UT Arlington,Texas-Rio Grande Valley,64,58,
Kansas City,Western Illinois,76,64,
Lipscomb,Central Arkansas,93,81,
UT-Martin,Eastern Illinois,75,77,
Oakland,Green Bay,59,47,
Southeastern Louisiana,McNeese State,66,69,
Detroit Mercy,Milwaukee,89,94,
New Orleans,Nicholls State,59,84,
Austin Peay,North Alabama,57,70,
Denver,North Dakota,63,86,
Omaha,North Dakota State,58,84,
Sacramento State,Northern Arizona,55,77,
Portland State,Northern Colorado,79,88,
Northwestern,Ohio State,69,63,
Oral Roberts,St. Thomas,95,88,
Southern Indiana,Tennessee Tech,69,84,
Houston Christian,Texas A&M-Corpus Christi,68,91,
Arkansas State,Texas State,62,66,
South Alabama,Troy,57,61,
Northwestern State,Texas A&M-Commerce,88,82,
Montana,Idaho State,69,61,
Southeast Missouri State,Tennessee State,65,85,
Charlotte,UTEP,62,53,
Montana State,Weber State,63,73,
Cal State Northridge,Cal State Bakersfield,58,73,
Cal Poly,UC-Irvine,54,55,
UC-Davis,UC-Riverside,65,72,
UCSB,Long Beach State,75,72,
USC,Oregon,60,78,
Xavier,Butler,67,69,
Robert Morris,Cleveland State,55,57,
UC-San Diego,Hawaii,62,69,
Iona,Canisius,80,59,
VMI,ETSU,65,69,
Youngstown State,Purdue Fort Wayne,81,72,
Siena,Mount St. Mary's,72,65,
Quinnipiac,Niagara,73,79,
Fairfield,Rider,57,58,
Marist,St. Peter's,56,67,
Northern Kentucky,Wright State,65,83,
Saint Louis,Dayton,56,70,
New Mexico,Air Force,77,89,
Fresno State,Nevada,66,77,
Kent State,Buffalo,72,65,
Akron,Ohio,81,90,
Alabama,Auburn,77,69,
Arizona,Stanford,79,88,
West Virginia,Texas,60,94,
Missouri,Tennessee,86,85,
UCLA,Oregon,70,63,
Duke,Virginia,62,69,
Kansas,Oklahoma,78,55,
Marquette,Georgetown,89,75,
Oklahoma State,Iowa State,64,56,
Kansas State,Texas Tech,63,71,
Baylor,TCU,72,68,
Saint Mary's,Portland,81,64,
BYU,Gonzaga,81,88,
